RecordingTimestamp	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (ADCSpx)	FixationPointY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)
1906561	83		Fixation	300	693	471	700	471	0.507	0.433	0.521	0.432
1906594	83		Fixation	300	693	471	699	475	0.507	0.433	0.520	0.443
1906627	83		Fixation	300	693	471	693	470	0.507	0.433	0.507	0.430
1906661	83		Fixation	300	693	471	691	475	0.507	0.433	0.503	0.444
1906694	83		Fixation	300	693	471	691	471	0.507	0.433	0.503	0.433
1906727	83		Fixation	300	693	471	691	470	0.507	0.433	0.503	0.430
1906761		94	Saccade	33			688	572			0.506	0.709
1906794	84		Fixation	867	683	555	682	557	0.494	0.663	0.493	0.669
1906827	84		Fixation	867	683	555	684	556	0.494	0.663	0.497	0.666
1906861	84		Fixation	867	683	555	677	556	0.494	0.663	0.482	0.667
1906894	84		Fixation	867	683	555	677	557	0.494	0.663	0.482	0.669
1906927	84		Fixation	867	683	555	677	554	0.494	0.663	0.482	0.661
1906961	84		Fixation	867	683	555	673	554	0.494	0.663	0.474	0.662
1906994	84		Fixation	867	683	555	680	555	0.494	0.663	0.488	0.663
1907027	84		Fixation	867	683	555	677	556	0.494	0.663	0.482	0.667
1907061	84		Fixation	867	683	555	684	558	0.494	0.663	0.497	0.671
1907094	84		Fixation	867	683	555	682	554	0.494	0.663	0.492	0.660
1907127	84		Fixation	867	683	555	682	554	0.494	0.663	0.492	0.660
1907161	84		Fixation	867	683	555	687	556	0.494	0.663	0.503	0.665
1907194	84		Fixation	867	683	555	683	552	0.494	0.663	0.494	0.655
1907227	84		Fixation	867	683	555	687	556	0.494	0.663	0.503	0.665
1907261	84		Fixation	867	683	555	684	554	0.494	0.663	0.496	0.660
1907294	84		Fixation	867	683	555	684	554	0.494	0.663	0.496	0.660
1907327	84		Fixation	867	683	555	681	554	0.494	0.663	0.490	0.661
1907361	84		Fixation	867	683	555	682	555	0.494	0.663	0.492	0.663
1907394	84		Fixation	867	683	555	686	555	0.494	0.663	0.501	0.663
1907427	84		Fixation	867	683	555	684	555	0.494	0.663	0.496	0.663
