RecordingTimestamp	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (ADCSpx)	FixationPointY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)
1906481	40		Fixation	1800	726	381	736	383	0.589	0.467	0.610	0.472
1906514	40		Fixation	1800	726	381	735	386	0.589	0.467	0.608	0.481
1906547	40		Fixation	1800	726	381	737	386	0.589	0.467	0.612	0.480
1906581	40		Fixation	1800	726	381	733	386	0.589	0.467	0.604	0.481
1906614	40		Fixation	1800	726	381	732	384	0.589	0.467	0.601	0.475
1906647	40		Fixation	1800	726	381	731	384	0.589	0.467	0.599	0.475
1906681	40		Fixation	1800	726	381	727	382	0.589	0.467	0.591	0.470
1906714	40		Fixation	1800	726	381	728	382	0.589	0.467	0.593	0.470
1906747	40		Fixation	1800	726	381	725	381	0.589	0.467	0.587	0.467
1906781	40		Fixation	1800	726	381	726	380	0.589	0.467	0.589	0.465
1906814	40		Fixation	1800	726	381	726	383	0.589	0.467	0.589	0.473
1906847	40		Fixation	1800	726	381	726	380	0.589	0.467	0.589	0.465
1906881	40		Fixation	1800	726	381	723	383	0.589	0.467	0.583	0.473
1906914	40		Fixation	1800	726	381	722	380	0.589	0.467	0.580	0.465
1906947	40		Fixation	1800	726	381	721	380	0.589	0.467	0.578	0.465
1906981	40		Fixation	1800	726	381	723	380	0.589	0.467	0.583	0.465
1907014	40		Fixation	1800	726	381	721	379	0.589	0.467	0.578	0.462
1907047	40		Fixation	1800	726	381	724	380	0.589	0.467	0.585	0.465
1907081	40		Fixation	1800	726	381	724	378	0.589	0.467	0.585	0.459
1907114	40		Fixation	1800	726	381	724	379	0.589	0.467	0.585	0.462
1907147	40		Fixation	1800	726	381	726	379	0.589	0.467	0.589	0.462
1907181	40		Fixation	1800	726	381	728	380	0.589	0.467	0.593	0.464
1907214	40		Fixation	1800	726	381	730	384	0.589	0.467	0.597	0.475
1907247	40		Fixation	1800	726	381	727	378	0.589	0.467	0.591	0.459
1907281	40		Fixation	1800	726	381	726	380	0.589	0.467	0.589	0.465
1907314	40		Fixation	1800	726	381	728	379	0.589	0.467	0.593	0.462
1907347	40		Fixation	1800	726	381	729	377	0.589	0.467	0.595	0.456
1907381	40		Fixation	1800	726	381	728	379	0.589	0.467	0.593	0.462
